User,Model,hour,minute,x,y,z,gt
a,nexus4,13,30,-4.895991549205504,0.42052909139166544,8.745771926190057,bike
a,nexus4,13,31,-4.771115241544629,0.22774070560278073,8.895710881865016,bike
a,nexus4,13,32,-4.722527581675439,0.2652527257923843,8.917659296929829,bike
a,nexus4,13,33,-4.900785760891711,0.08704083173471289,8.845623986804602,bike
a,nexus4,13,34,-4.79354494144846,0.16203462017644768,8.903905066512037,bike
a,nexus4,13,35,-4.491119240183194,0.48435892478858605,9.031089507844056,bike
a,nexus4,13,9,0.3985110439853508,-0.5193611355930391,10.25401478544955,sit
a,nexus4,13,10,0.3678666539946854,-0.521857830570277,10.25829620908555,sit
a,nexus4,13,11,0.3887512540520759,-0.5486001396936656,10.257461370121629,sit
a,nexus4,13,12,0.41597898868631605,-0.5560887415096609,10.257593387279506,sit
a,nexus4,13,13,0.41203086046570525,-0.541541587804776,10.259347288450176,sit
a,nexus4,13,14,0.5098049120756456,-0.5294030109501838,10.258923040821031,sit
a,nexus4,13,21,-5.469342520695387,-0.5494754377591097,8.526296726397806,stairsdown
a,nexus4,13,22,-5.64758629395852,0.8641057886367448,8.379605013525692,stairsdown
a,nexus4,13,23,-6.009834396494229,0.30805274807656136,8.149792064176316,stairsdown
a,nexus4,13,24,-6.084036373116191,0.2579514681733332,8.063476837485693,stairsdown
a,nexus4,13,25,-6.137978822495531,0.21455201673182445,8.077897581232037,stairsdown
a,nexus4,13,26,-6.1239493931204825,0.2564630701876171,8.029180238560574,stairsdown
a,nexus4,13,27,-6.26034185084517,0.23370889904036735,8.0119304055643,stairsdown
a,nexus4,13,28,-6.255625362346469,0.14155860725673913,7.940458153926957,stairsdown
a,nexus4,13,29,-6.404983765708662,-0.08062777195157488,7.754454452263783,stairsdown
a,nexus4,13,21,-6.0946836434475244,0.051781933231158345,7.935559318542684,stairsup
a,nexus4,13,22,-6.261454385193011,1.0883941908881525,7.7433721201117836,stairsup
a,nexus4,13,23,-6.454839926149565,1.0479749150466326,7.606645475987006,stairsup
a,nexus4,13,24,-6.520636749012237,1.092143315697985,7.5519950036844135,stairsup
a,nexus4,13,25,-6.419780591489347,1.040964348804897,7.5750455663563665,stairsup
a,nexus4,13,26,-6.569308778023383,1.116019495352314,7.484182801826034,stairsup
a,nexus4,13,27,-6.652152668542035,1.0597515334929735,7.391834770177654,stairsup
a,nexus4,13,28,-6.620694719433656,0.9568809664384789,7.44421310505278,stairsup
a,nexus4,0,41,-5.86669089090909,0.2717520987878788,8.21382559090909,stand
a,nexus4,13,3,-5.804335902075231,0.7553895585473406,8.214143144617385,stand
a,nexus4,13,4,-6.045768137147956,0.9501332883942198,7.996765967995068,stand
a,nexus4,13,5,-5.860086306705932,0.35187812923159467,8.199962510233457,stand
a,nexus4,13,6,-5.920351800631725,0.16642726280270412,8.159309473551213,stand
a,nexus4,13,7,-6.1426596873499255,0.2962528556936875,7.980455791975138,stand
a,nexus4,13,8,-6.115310226539584,0.3424708556299871,7.999399574462886,stand
a,nexus4,13,16,-5.154035035661835,0.28521863971963074,8.718099365901065,walk
a,nexus4,13,17,-5.678325545486119,-0.0806966313515876,8.411346895759824,walk
a,nexus4,13,18,-5.571372313397204,-0.10529732537134769,8.484352518145927,walk
a,nexus4,13,19,-5.982433360094311,-0.2910120529203957,8.179956448495545,walk
a,nexus4,13,20,-6.070852494171485,-0.2939906791019383,8.106797349404937,walk
a,nexus4,14,1,-4.908195967461664,0.45661241008602443,8.387536584885062,bike
a,nexus4,14,2,-4.835586072687743,0.3511130348604531,8.498096220819434,bike
a,nexus4,14,3,-4.654282703443524,0.495553352738726,8.579088682995236,bike
a,nexus4,13,39,0.2488846316691897,-0.824976274032258,9.83246685794045,sit
a,nexus4,13,40,0.34550188559168543,-0.71507823926624,9.838996199157727,sit
a,nexus4,13,41,0.32077685776954884,-0.7292490355803591,9.840849400293717,sit
a,nexus4,13,42,0.34688984426129205,-0.7556095292495018,9.840242558722297,sit
a,nexus4,13,43,0.36194571149559196,-0.7526672930776408,9.843499359722026,sit
a,nexus4,13,44,0.38145671556267147,-0.7458435810473941,9.842244390324502,sit
a,nexus4,13,52,-5.369583648538898,0.07683890126263411,8.155740955189705,stairsdown
a,nexus4,13,53,-5.946080077101344,0.6183903793196772,7.838861487627639,stairsdown
a,nexus4,13,54,-6.079643071875709,0.5220593740778455,7.753169866537676,stairsdown
a,nexus4,13,55,-6.105520492647455,0.5159849888471153,7.658673476003202,stairsdown
a,nexus4,13,56,-6.092787793555075,0.5036943692767641,7.745445125808998,stairsdown
a,nexus4,13,57,-6.051024192979701,0.48412636571373185,7.68097224684087,stairsdown
a,nexus4,13,58,-6.194707906194312,0.6550192883152061,7.587445113958429,stairsdown
a,nexus4,13,59,-6.228064100208949,0.4120759083438658,7.595083345523134,stairsdown
a,nexus4,13,51,-6.107800397854402,0.420987114704368,7.507958976896546,stairsup
a,nexus4,13,52,-6.401036893779911,0.8972878380514356,7.661541518181821,stairsup
a,nexus4,13,53,-6.1409247439094825,1.407937458195779,7.346093973588159,stairsup
a,nexus4,13,54,-6.355696930489768,1.4058003559156118,7.191450918165083,stairsup
a,nexus4,13,55,-6.3778218637720405,1.3919683348064724,7.148575863200525,stairsup
a,nexus4,13,56,-6.3500692582050515,1.3842393239680313,7.194263420636048,stairsup
a,nexus4,13,57,-6.478156304212974,1.4544107058532274,7.061537281054556,stairsup
a,nexus4,13,58,-6.561656116732483,1.435199827491617,7.029372190766634,stairsup
a,nexus4,13,59,-6.460377312459288,0.9095239558837122,7.085103954234532,stairsup
a,nexus4,13,34,-5.738202493289885,0.7398240909845127,7.871947955908722,stand
a,nexus4,13,35,-6.001342163593799,1.0902131218819227,7.621611363765797,stand
a,nexus4,13,36,-5.808097565074296,0.4617949696431821,7.866392285660233,stand
a,nexus4,13,37,-5.97436593927125,0.3373258490513149,7.747028049080606,stand
a,nexus4,13,38,-6.115177676094845,0.5282658851818404,7.621237007374906,stand
a,nexus4,13,39,-6.091009258236903,0.50967264655067,7.639775001514507,stand
a,nexus4,13,46,-4.404828580837728,0.7754458741673007,8.676100241432104,walk
a,nexus4,13,47,-5.269669550871118,0.39435594311979927,8.239621765714062,walk
a,nexus4,13,48,-5.63291465137911,0.22603089762948983,8.012378816203539,walk
a,nexus4,13,49,-5.598763729238395,0.20767521752242307,8.05854368151815,walk
a,nexus4,13,50,-6.0000177210757535,0.04253365670565853,7.783383795435433,walk
a,nexus4,13,51,-6.077446764482975,-0.03745527003517649,7.69503184672449,walk
a,nexus4,14,4,-4.637912067042324,0.4703598994593661,8.583513359316292,bike
a,nexus4,14,5,-4.614724217848272,0.31087623692724775,8.612470949106418,bike
a,nexus4,14,6,-3.9640210063559302,1.5969111552542374,8.929338737711864,bike
a,s3,15,0,-5.771528439130431,0.7840377546345481,7.556314365334901,bike
a,s3,15,1,-5.054573191973149,0.20913264670281836,8.273590553406702,bike
a,s3,15,2,-5.084255579389356,0.1971866472924961,8.274022273170669,bike
a,s3,15,3,-4.977249684671699,0.2081673784102414,8.316673993397512,bike
a,s3,15,4,-4.931069799625435,0.19664570158580008,8.347335096432328,bike
a,s3,15,5,-5.5046922264705875,0.6991069026470591,8.534906438235296,bike
a,s3,14,40,0.21117607157291626,-0.28086355144140895,9.719766927734415,sit
a,s3,14,41,0.24102609616019208,-0.25309502684629176,9.72015217126779,sit
a,s3,14,42,0.22061335238371835,-0.2750686203689303,9.720703225178413,sit
a,s3,14,43,0.25840720147510804,-0.29784620567873143,9.719712653819782,sit
a,s3,14,44,0.26634728204468905,-0.29024601467287264,9.719371133378605,sit
a,s3,14,45,0.29352312811648784,-0.2836332204592815,9.718694752936432,sit
a,s3,14,52,-5.863391176916272,-0.6061545036839859,7.762768737561115,stairsdown
a,s3,14,53,-5.368196734816041,0.34113107718553437,8.061598358857452,stairsdown
a,s3,14,54,-6.272773458141136,0.3415479896216024,7.511601974765933,stairsdown
a,s3,14,55,-6.287875680525162,0.295864650238512,7.417928389824953,stairsdown
a,s3,14,56,-6.394824694475356,0.2651329657189837,7.4301304731270745,stairsdown
a,s3,14,57,-6.384783683065703,0.30500731726824865,7.386150674890535,stairsdown
a,s3,14,58,-6.486466998769235,0.35241175797230795,7.2372812959999955,stairsdown
a,s3,14,59,-6.563090011927397,0.13806384628212287,7.317956404776555,stairsdown
a,s3,14,52,-6.41691759744728,-0.03237619523307442,7.352617331964484,stairsup
a,s3,14,53,-6.5435545050940975,1.036498879937769,7.140601725646169,stairsup
a,s3,14,54,-6.633245317113569,1.11615870713407,6.93996746561514,stairsup
a,s3,14,55,-6.818471006032732,1.0680724727396758,6.903044591656456,stairsup
a,s3,14,56,-6.741776618715679,1.0456885784989456,6.965498436670895,stairsup
a,s3,14,57,-6.876962535487168,1.10396190286154,6.828777278769227,stairsup
a,s3,14,58,-6.960409349740585,1.0811486836595972,6.7544917946762695,stairsup
a,s3,14,59,-6.804394203751465,0.698680262861665,6.844868278780769,stairsup
